PokemonId,PokedexNumber,PokemonName,Classification,PokemonHeight,PokemonWeight,PrimaryType,PrimaryAbility,PrimaryAbilityDescription,MaleRatio,FemaleRatio,BaseHappiness,GameofOrigin,RegionofOrigin,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,ExperienceYield,PrimaryEggGroup,EggCycleCount
498,370,Luvdisc,Rendezvous Pokemon,0.6,8.7,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,25.0,75.0,70,Ruby,Hoenn,43,30,55,40,65,97,330,0,0,0,0,0,1,1,225,Fast,800000,116,Water 2,20
499,371,Bagon,Rock Head Pokemon,0.6,42.1,Dragon,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,35,Ruby,Hoenn,45,75,60,40,30,50,300,0,1,0,0,0,0,1,45,Slow,1250000,60,Dragon,40
500,372,Shelgon,Endurance Pokemon,1.1,110.5,Dragon,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,35,Ruby,Hoenn,65,95,100,60,50,50,420,0,0,2,0,0,0,2,45,Slow,1250000,147,Dragon,40
501,373,Salamence,Dragon Pokemon,1.5,102.6,Dragon,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,35,Ruby,Hoenn,95,135,80,110,80,100,600,0,3,0,0,0,0,3,45,Slow,1250000,270,Dragon,40
502,374,Beldum,Iron Ball Pokemon,0.6,95.2,Steel,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,100.0,0.0,35,Ruby,Hoenn,40,55,80,35,60,30,300,0,0,1,0,0,0,1,3,Slow,1250000,60,Mineral,40
503,375,Metang,Iron Claw Pokemon,1.2,202.5,Steel,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,100.0,0.0,35,Ruby,Hoenn,60,75,100,55,80,50,420,0,0,2,0,0,0,2,3,Slow,1250000,147,Mineral,40
504,376,Metagross,Iron Leg Pokemon,1.6,550.0,Steel,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,100.0,0.0,35,Ruby,Hoenn,80,135,130,95,90,70,600,0,0,3,0,0,0,3,3,Slow,1250000,270,Mineral,40
505,377,Regirock,Rock Peak Pokemon,1.7,230.0,Rock,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,0.0,0.0,35,Ruby,Hoenn,80,100,200,50,100,50,580,0,0,3,0,0,0,3,3,Slow,1250000,261,Undiscovered,80
506,378,Regice,Iceberg Pokemon,1.8,175.0,Ice,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,0.0,0.0,35,Ruby,Hoenn,80,50,100,100,200,50,580,0,0,0,0,3,0,3,3,Slow,1250000,261,Undiscovered,80
507,379,Registeel,Iron Pokemon,1.9,205.0,Steel,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,0.0,0.0,35,Ruby,Hoenn,80,75,150,75,150,50,580,0,0,2,0,1,0,3,3,Slow,1250000,261,Undiscovered,80
508,380,Latias,Eon Pokemon,1.4,40.0,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,100.0,90,Ruby,Hoenn,80,80,90,110,130,110,600,0,0,0,0,3,0,3,3,Slow,1250000,270,Undiscovered,120
509,381,Latios,Eon Pokemon,2.0,60.0,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",100.0,0.0,90,Ruby,Hoenn,80,90,80,130,110,110,600,0,0,0,3,0,0,3,3,Slow,1250000,270,Undiscovered,120
510,382,Kyogre,Sea Basin Pokemon,4.5,352.0,Water,Drizzle,The Pokémon makes it rain when it enters a battle.,0.0,0.0,0,Ruby,Hoenn,100,100,90,150,140,90,670,0,0,0,3,0,0,3,3,Slow,1250000,302,Undiscovered,120
511,383,Groudon,Continent Pokemon,3.5,950.0,Ground,Drought,Turns the sunlight harsh when the Pokémon enters a battle.,0.0,0.0,0,Ruby,Hoenn,100,150,140,100,90,90,670,0,3,0,0,0,0,3,3,Slow,1250000,302,Undiscovered,120
512,384,Rayquaza,Sky High Pokemon,7.0,206.5,Dragon,Air Lock,Eliminates the effects of weather.,0.0,0.0,0,Ruby,Hoenn,105,150,90,150,90,95,680,0,2,0,1,0,0,3,45,Slow,1250000,306,Undiscovered,120
513,385,Jirachi,Wish Pokemon,0.3,1.1,Steel,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,0.0,0.0,100,Ruby,Hoenn,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,120
514,386,Deoxys,DNA Pokemon,1.7,60.8,Psychic,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,0,Ruby,Hoenn,50,150,50,150,50,150,600,0,1,0,1,0,1,3,3,Slow,1250000,270,Undiscovered,120
591,387,Turtwig,Tiny Leaf Pokemon,0.4,10.2,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,70,Diamond,Sinnoh,55,68,64,45,55,31,318,0,1,0,0,0,0,1,45,Medium Slow,1059860,64,Monster,20
592,388,Grotle,Grove Pokemon,1.1,97.0,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,70,Diamond,Sinnoh,75,89,85,55,65,36,405,0,1,1,0,0,0,2,45,Medium Slow,1059860,142,Monster,20
593,389,Torterra,Continent Pokemon,2.2,310.0,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,70,Diamond,Sinnoh,95,109,105,75,85,56,525,0,2,1,0,0,0,3,45,Medium Slow,1059860,236,Monster,20
594,393,Piplup,Penguin Pokemon,0.4,5.2,Water,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Diamond,Sinnoh,53,51,53,61,56,40,314,0,0,0,1,0,0,1,45,Medium Slow,1059860,63,Water 1,20
595,394,Prinplup,Penguin Pokemon,0.8,23.0,Water,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Diamond,Sinnoh,64,66,68,81,76,50,405,0,0,0,2,0,0,2,45,Medium Slow,1059860,142,Water 1,20
596,395,Empoleon,Emperor Pokemon,1.7,84.5,Water,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Diamond,Sinnoh,84,86,88,111,101,60,530,0,0,0,3,0,0,3,45,Medium Slow,1059860,239,Water 1,20
597,396,Starly,Starling Pokemon,0.3,2.0,Normal,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,70,Diamond,Sinnoh,40,55,30,30,30,60,245,0,0,0,0,0,1,1,255,Medium Slow,1059860,49,Flying,15
598,397,Staravia,Starling Pokemon,0.6,15.5,Normal,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Diamond,Sinnoh,55,75,50,40,40,80,340,0,0,0,0,0,2,2,120,Medium Slow,1059860,119,Flying,15
599,398,Staraptor,Predator Pokemon,1.2,24.9,Normal,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Diamond,Sinnoh,85,120,70,50,60,100,485,0,3,0,0,0,0,3,45,Medium Slow,1059860,218,Flying,15
600,399,Bidoof,Plump Mouse Pokemon,0.5,20.0,Normal,Simple,The stat changes the Pokémon receives are doubled.,50.0,50.0,70,Diamond,Sinnoh,59,45,40,35,40,31,250,1,0,0,0,0,0,1,255,Medium Fast,1000000,50,Water 1,15
601,400,Bibarel,Beaver Pokemon,1.0,31.5,Normal,Simple,The stat changes the Pokémon receives are doubled.,50.0,50.0,70,Diamond,Sinnoh,79,85,60,55,60,71,410,0,2,0,0,0,0,2,127,Medium Fast,1000000,144,Water 1,15
602,401,Kricketot,Cricket Pokemon,0.3,2.2,Bug,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,70,Diamond,Sinnoh,37,25,41,25,41,25,194,0,0,1,0,0,0,1,255,Medium Slow,1059860,39,Bug,15
603,402,Kricketune,Cricket Pokemon,1.0,25.5,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Diamond,Sinnoh,77,85,51,55,51,65,384,0,2,0,0,0,0,2,45,Medium Slow,1059860,134,Bug,15
604,406,Budew,Bud Pokemon,0.2,1.2,Grass,Natural Cure,All status conditions heal when the Pokémon switches out.,50.0,50.0,70,Diamond,Sinnoh,40,30,35,50,70,55,280,0,0,0,1,0,0,1,255,Medium Slow,1059860,56,Undiscovered,20
605,407,Roserade,Bouquet Pokemon,0.9,14.5,Grass,Natural Cure,All status conditions heal when the Pokémon switches out.,50.0,50.0,70,Diamond,Sinnoh,60,70,65,125,105,90,515,0,0,0,3,0,0,3,75,Medium Slow,1059860,232,Fairy,20
606,408,Cranidos,Head Butt Pokemon,0.9,31.5,Rock,Mold Breaker,Moves can be used on the target regardless of its Abilities.,87.5,12.5,70,Diamond,Sinnoh,67,125,40,30,30,58,350,0,1,0,0,0,0,1,45,Erratic,600000,70,Monster,30
607,409,Rampardos,Head Butt Pokemon,1.6,102.5,Rock,Mold Breaker,Moves can be used on the target regardless of its Abilities.,87.5,12.5,70,Diamond,Sinnoh,97,165,60,65,50,58,495,0,2,0,0,0,0,2,45,Erratic,600000,173,Monster,30
608,410,Shieldon,Shield Pokemon,0.5,57.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",87.5,12.5,70,Diamond,Sinnoh,30,42,118,42,88,30,350,0,0,1,0,0,0,1,45,Erratic,600000,70,Monster,30
609,411,Bastiodon,Shield Pokemon,1.3,149.5,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",87.5,12.5,70,Diamond,Sinnoh,60,52,168,47,138,30,495,0,0,2,0,0,0,2,45,Erratic,600000,173,Monster,30
610,412,Burmy,Bagworm Pokemon,0.2,3.4,Bug,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,70,Diamond,Sinnoh,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,45,Bug,15
611,413,Wormadam,Bagworm Pokemon,0.5,6.5,Bug,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,0.0,100.0,70,Diamond,Sinnoh,60,59,85,79,105,36,424,0,0,0,0,2,0,2,45,Medium Fast,1000000,148,Bug,15
612,414,Mothim,Moth Pokemon,0.9,23.3,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,100.0,0.0,70,Diamond,Sinnoh,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,Medium Fast,1000000,148,Bug,15
613,415,Combee,Tiny Bee Pokemon,0.3,5.5,Bug,Honey Gather,The Pokémon may gather Honey after a battle.,87.5,12.5,70,Diamond,Sinnoh,30,30,42,30,42,70,244,0,0,0,0,0,1,1,120,Medium Slow,1059860,49,Bug,15
614,416,Vespiquen,Beehive Pokemon,1.2,38.5,Bug,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,100.0,70,Diamond,Sinnoh,70,80,102,80,102,40,474,0,0,1,0,1,0,2,45,Medium Slow,1059860,166,Bug,15
615,417,Pachirisu,EleSquirrel Pokemon,0.4,3.9,Electric,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,100,Diamond,Sinnoh,60,45,70,45,90,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,142,Field,10
616,418,Buizel,Sea Weasel Pokemon,0.7,29.5,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Diamond,Sinnoh,55,65,35,60,30,85,330,0,0,0,0,0,1,1,190,Medium Fast,1000000,66,Water 1,20
617,419,Floatzel,Sea Weasel Pokemon,1.1,33.5,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Diamond,Sinnoh,85,105,55,85,50,115,495,0,0,0,0,0,2,2,75,Medium Fast,1000000,173,Water 1,20
618,420,Cherubi,Cherry Pokemon,0.4,3.3,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Diamond,Sinnoh,45,35,45,62,53,35,275,0,0,0,1,0,0,1,190,Medium Fast,1000000,55,Fairy,20
619,421,Cherrim,Blossom Pokemon,0.5,9.3,Grass,Flower Gift,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.,50.0,50.0,70,Diamond,Sinnoh,70,60,70,87,78,85,450,0,0,0,2,0,0,2,75,Medium Fast,1000000,158,Fairy,20
620,422,Shellos,Sea Slug Pokemon,0.3,6.3,Water,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,50.0,50.0,70,Diamond,Sinnoh,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,65,Water 1,20
621,423,Gastrodon,Sea Slug Pokemon,0.9,29.9,Water,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,50.0,50.0,70,Diamond,Sinnoh,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,Medium Fast,1000000,166,Water 1,20
622,424,Ambipom,Long Tail Pokemon,1.2,20.3,Normal,Technician,Powers up the Pokémon's weaker moves.,50.0,50.0,100,Diamond,Sinnoh,75,100,66,60,66,115,482,0,0,0,0,0,2,2,45,Fast,800000,169,Field,20
623,425,Drifloon,Balloon Pokemon,0.4,1.2,Ghost,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,50.0,50.0,70,Diamond,Sinnoh,90,50,34,60,44,70,348,1,0,0,0,0,0,1,125,Fluctuating,1640000,70,Amorphous,30
624,426,Drifblim,Blimp Pokemon,1.2,15.0,Ghost,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,50.0,50.0,70,Diamond,Sinnoh,150,80,44,90,54,80,498,2,0,0,0,0,0,2,60,Fluctuating,1640000,174,Amorphous,30
625,427,Buneary,Rabbit Pokemon,0.4,5.5,Normal,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,0,Diamond,Sinnoh,55,66,44,44,56,85,350,0,0,0,0,0,1,1,190,Medium Fast,1000000,70,Field,20
626,428,Lopunny,Rabbit Pokemon,1.2,33.3,Normal,Cute Charm,Contact with the Pokémon may cause infatuation.,50.0,50.0,140,Diamond,Sinnoh,65,76,84,54,96,105,480,0,0,0,0,0,2,2,60,Medium Fast,1000000,168,Field,20
627,429,Mismagius,Magical Pokemon,0.9,4.4,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,35,Diamond,Sinnoh,60,60,60,105,105,105,495,0,0,0,1,1,0,2,45,Fast,800000,173,Amorphous,25
628,430,Honchkrow,Big Boss Pokemon,0.9,27.3,Dark,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,35,Diamond,Sinnoh,100,125,52,105,52,71,505,0,2,0,0,0,0,2,30,Medium Slow,1059860,177,Flying,20
629,431,Glameow,Catty Pokemon,0.5,3.9,Normal,Limber,Its limber body protects the Pokémon from paralysis.,25.0,75.0,70,Diamond,Sinnoh,49,55,42,42,37,85,310,0,0,0,0,0,1,1,190,Fast,800000,62,Field,20
630,432,Purugly,Tiger Cat Pokemon,1.0,43.8,Normal,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",25.0,75.0,70,Diamond,Sinnoh,71,82,64,64,59,112,452,0,0,0,0,0,2,2,75,Fast,800000,158,Field,20
631,433,Chingling,Bell Pokemon,0.2,0.6,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Diamond,Sinnoh,45,30,50,65,50,45,285,0,0,0,1,0,0,1,120,Fast,800000,57,Undiscovered,25
632,434,Stunky,Skunk Pokemon,0.4,19.2,Poison,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",50.0,50.0,70,Diamond,Sinnoh,63,63,47,41,41,74,329,0,0,0,0,0,1,1,225,Medium Fast,1000000,66,Field,20
633,435,Skuntank,Skunk Pokemon,1.0,38.0,Poison,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",50.0,50.0,70,Diamond,Sinnoh,103,93,67,71,61,84,479,2,0,0,0,0,0,2,60,Medium Fast,1000000,168,Field,20
634,436,Bronzor,Bronze Pokemon,0.5,60.5,Steel,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Diamond,Sinnoh,57,24,86,24,86,23,300,0,0,1,0,0,0,1,255,Medium Fast,1000000,60,Mineral,20
635,437,Bronzong,Bronze Bell Pokemon,1.3,187.0,Steel,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Diamond,Sinnoh,67,89,116,79,116,33,500,0,0,1,0,1,0,2,90,Medium Fast,1000000,175,Mineral,20
636,438,Bonsly,Bonsai Pokemon,0.5,15.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Diamond,Sinnoh,50,80,95,10,45,10,290,0,0,1,0,0,0,1,255,Medium Fast,1000000,58,Undiscovered,20
637,439,MimeJr,Mime Pokemon,0.6,13.0,Psychic,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,50.0,50.0,70,Diamond,Sinnoh,20,25,45,70,90,60,310,0,0,0,0,1,0,1,145,Medium Fast,1000000,62,Undiscovered,25
638,440,Happiny,Playhouse Pokemon,0.6,24.4,Normal,Natural Cure,All status conditions heal when the Pokémon switches out.,0.0,100.0,140,Diamond,Sinnoh,100,5,5,15,65,30,220,1,0,0,0,0,0,1,130,Fast,800000,110,Undiscovered,40
639,441,Chatot,Music Note Pokemon,0.5,1.9,Normal,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,35,Diamond,Sinnoh,76,65,45,92,42,91,411,0,1,0,0,0,0,1,30,Medium Slow,1059860,144,Flying,20
640,442,Spiritomb,Forbidden Pokemon,1.0,108.0,Ghost,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",50.0,50.0,70,Diamond,Sinnoh,50,92,108,92,108,35,485,0,0,1,0,1,0,2,100,Medium Fast,1000000,170,Amorphous,30
641,443,Gible,Land Shark Pokemon,0.7,20.5,Dragon,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,50.0,50.0,70,Diamond,Sinnoh,58,70,45,40,45,42,300,0,1,0,0,0,0,1,45,Slow,1250000,60,Monster,40
642,444,Gabite,Cave Pokemon,1.4,56.0,Dragon,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,50.0,50.0,70,Diamond,Sinnoh,68,90,65,50,55,82,410,0,2,0,0,0,0,2,45,Slow,1250000,144,Monster,40
643,445,Garchomp,Mach Pokemon,1.9,95.0,Dragon,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,50.0,50.0,70,Diamond,Sinnoh,108,130,95,80,85,102,600,0,3,0,0,0,0,3,45,Slow,1250000,270,Monster,40
644,446,Munchlax,Big Eater Pokemon,0.6,105.0,Normal,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",87.5,12.5,70,Diamond,Sinnoh,135,85,40,40,85,5,390,1,0,0,0,0,0,1,50,Slow,1250000,78,Undiscovered,40
645,447,Riolu,Emanation Pokemon,0.7,20.2,Fighting,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,87.5,12.5,70,Diamond,Sinnoh,40,70,40,35,40,60,285,0,1,0,0,0,0,1,75,Medium Slow,1059860,57,Undiscovered,25
646,448,Lucario,Aura Pokemon,1.2,54.0,Fighting,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,87.5,12.5,70,Diamond,Sinnoh,70,110,70,115,70,90,525,0,1,0,1,0,0,2,45,Medium Slow,1059860,184,Field,25
647,449,Hippopotas,Hippo Pokemon,0.8,49.5,Ground,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,50.0,50.0,70,Diamond,Sinnoh,68,72,78,38,42,32,330,0,0,1,0,0,0,1,140,Slow,1250000,66,Field,30
648,450,Hippowdon,Heavyweight Pokemon,2.0,300.0,Ground,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,50.0,50.0,70,Diamond,Sinnoh,108,112,118,68,72,47,525,0,0,2,0,0,0,2,60,Slow,1250000,184,Field,30
649,451,Skorupi,Scorpion Pokemon,0.8,12.0,Poison,Battle Armor,Hard armor protects the Pokémon from critical hits.,50.0,50.0,70,Diamond,Sinnoh,40,50,90,30,55,65,330,0,0,1,0,0,0,1,120,Slow,1250000,66,Bug,20
650,452,Drapion,Ogre Scorpion Pokemon,1.3,61.5,Poison,Battle Armor,Hard armor protects the Pokémon from critical hits.,50.0,50.0,70,Diamond,Sinnoh,70,90,110,60,75,95,500,0,0,2,0,0,0,2,45,Slow,1250000,175,Bug,20
651,453,Croagunk,Toxic Mouth Pokemon,0.7,23.0,Poison,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,50.0,50.0,100,Diamond,Sinnoh,48,61,40,61,40,50,300,0,1,0,0,0,0,1,140,Medium Fast,1000000,60,Human-Like,10
652,454,Toxicroak,Toxic Mouth Pokemon,1.3,44.4,Poison,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,50.0,50.0,70,Diamond,Sinnoh,83,106,65,86,65,85,490,0,2,0,0,0,0,2,75,Medium Fast,1000000,172,Human-Like,20
653,455,Carnivine,Bug Catcher Pokemon,1.4,27.0,Grass,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Diamond,Sinnoh,74,100,72,90,72,46,454,0,2,0,0,0,0,2,200,Slow,1250000,159,Grass,25
654,456,Finneon,Wing Fish Pokemon,0.4,7.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Diamond,Sinnoh,49,49,56,49,61,66,330,0,0,0,0,0,1,1,190,Erratic,600000,66,Water 2,20
655,457,Lumineon,Neon Pokemon,1.2,24.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Diamond,Sinnoh,69,69,76,69,86,91,460,0,0,0,0,0,2,2,75,Erratic,600000,161,Water 2,20
656,458,Mantyke,Kite Pokemon,1.0,65.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Diamond,Sinnoh,45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,Slow,1250000,69,Undiscovered,25
657,459,Snover,Frost Tree Pokemon,1.0,50.5,Grass,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,50.0,50.0,70,Diamond,Sinnoh,60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,Slow,1250000,67,Monster,20
658,460,Abomasnow,Frost Tree Pokemon,2.2,135.5,Grass,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,50.0,50.0,70,Diamond,Sinnoh,90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,Slow,1250000,173,Monster,20
683,461,Weavile,Sharp Claw Pokemon,1.1,34.0,Dark,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",50.0,50.0,35,Diamond,Sinnoh,70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,Medium Slow,1059860,179,Field,20
684,462,Magnezone,Magnet Area Pokemon,1.2,180.0,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,0.0,0.0,70,Diamond,Sinnoh,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,241,Mineral,20
685,463,Lickilicky,Licking Pokemon,1.7,140.0,Normal,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",50.0,50.0,70,Diamond,Sinnoh,110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,Medium Fast,1000000,180,Monster,20
686,464,Rhyperior,Drill Pokemon,2.4,282.8,Ground,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,70,Diamond,Sinnoh,115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,Slow,1250000,241,Monster,20
687,465,Tangrowth,Vine Pokemon,2.0,128.6,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Diamond,Sinnoh,100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,Medium Fast,1000000,187,Grass,20
688,466,Electivire,Thunderbolt Pokemon,1.8,138.6,Electric,Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,75.0,25.0,70,Diamond,Sinnoh,75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,Medium Fast,1000000,243,Human-Like,25
699,467,Magmortar,Blast Pokemon,1.6,68.0,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,75.0,25.0,70,Diamond,Sinnoh,75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,Medium Fast,1000000,243,Human-Like,25
713,468,Togekiss,Jubilee Pokemon,1.5,38.0,Fairy,Hustle,"Boosts the Attack stat, but lowers accuracy.",87.5,12.5,70,Diamond,Sinnoh,85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,Fast,800000,245,Flying,10
714,469,Yanmega,Ogre Darner Pokemon,1.9,51.5,Bug,Speed Boost,Its Speed stat is boosted every turn.,50.0,50.0,70,Diamond,Sinnoh,86,76,86,116,56,95,515,0,2,0,0,0,0,2,30,Medium Fast,1000000,180,Bug,20
715,470,Leafeon,Verdant Pokemon,1.0,25.5,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,87.5,12.5,35,Diamond,Sinnoh,65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,Medium Fast,1000000,184,Field,35
716,471,Glaceon,Fresh Snow Pokemon,0.8,25.9,Ice,Snow Cloak,Boosts evasiveness in a hailstorm.,87.5,12.5,35,Diamond,Sinnoh,65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,184,Field,35
717,472,Gliscor,Fang Scorpion Pokemon,2.0,42.5,Ground,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Diamond,Sinnoh,75,95,125,45,75,95,510,0,0,2,0,0,0,2,30,Medium Slow,1059860,179,Bug,20
718,473,Mamoswine,Twin Tusk Pokemon,2.5,291.0,Ice,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",50.0,50.0,70,Diamond,Sinnoh,110,130,80,70,60,80,530,0,3,0,0,0,0,3,50,Slow,1250000,239,Field,20
